PLACE,GLOB_ID,RELATION,RELATED_PLACE,RELATED_GLOB_ID,RELATION_REMARKS,SOURCE,SOURCE_PAGE,,CHECKED?,
Angamali (),NR_234,Part Of,Mangatty (Mangattij|Alangadu|Mangattijl),GLOB_277,"The source indicates that ""Angamalla"" was located in the ""gebied of Mangattij"" (territory/region of Mangattij).",Een Mallabars Woordenboek,https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_2601_0375,,FALSE,checked
Valapad (),NR_41,Part Of,Chetwayi (Principality) (),GLOB_710_HUM_2,,NL-HaNA_4.VEL_882.2 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.2 Blad 2.,,,FALSE,checked
Valapad (Bazaar) (),NR_41_HUM_1,Part Of,Chetwayi (Principality) (),GLOB_710_HUM_2,,NL-HaNA_4.VEL_882.2 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.2 Blad 2.,,,FALSE,checked
Palinjeri (),NR_40,Part Of,Chetwayi (Principality) (),GLOB_710_HUM_2,,NL-HaNA_4.VEL_882.2 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.2 Blad 2.,,,FALSE,checked
Bhatkal (),NR_251,Part Of,Kanara (),GLOB_500,,"NL-HaNA_4.MIKO_W37 Kaart van de Zuidkust van India, van Goa Aan de Westzijde Tot Aan de Rivier Samgam Aan de Oostzijde.",,,FALSE,checked
Mattancherry (Palace) (),NR_68_HUM_1,Part Of,Cochin (Kingdom) (),GLOB_299_HUM_2,,"NL-HaNA_4.VEL_883 Particuliere Kaart van Een Gedeelte van de Mallabaar, of de Strekking de Riviers van Chettua Tot Coilang.",,,FALSE,checked
Kadamakudi (Island) (),NR_69_GEO_1,Part Of,Cochin (Kingdom) (),GLOB_299_HUM_2,,NL-HaNA_4.VEL_884 Particuliere Caart van Een Gedeelte van de Mallabaar of de Strekking Der Riviers van Chettua Tot Coylang.,,,FALSE,checked
Cheria Kadamakudi (Island) (),NR_80_GEO_1,Part Of,Cochin (Kingdom) (),GLOB_299_HUM_2,,NL-HaNA_4.VEL_884 Particuliere Caart van Een Gedeelte van de Mallabaar of de Strekking Der Riviers van Chettua Tot Coylang.,,,FALSE,checked
Elamkunnapuzha (),NR_70,Part Of,Vypin Island (),GLOB_10_GEO_1,,"NL-HaNA_4.VEL_883 Particuliere Kaart van Een Gedeelte van de Mallabaar, of de Strekking de Riviers van Chettua Tot Coilang.",,,FALSE,checked
Elamkunnapuzha Subramanya Swamy (Temple) (),NR_70_HUM_1,Part Of,Vypin Island (),GLOB_10_GEO_1,,"NL-HaNA_4.VEL_883 Particuliere Kaart van Een Gedeelte van de Mallabaar, of de Strekking de Riviers van Chettua Tot Coilang.",,,FALSE,checked
Varappuzha (Church) (),GLOB_358_HUM_1,Part Of,Paravur (Kingdom) (),NR_105_HUM_1,,"NL-HaNA_4.VEL_883 Particuliere Kaart van Een Gedeelte van de Mallabaar, of de Strekking de Riviers van Chettua Tot Coilang.",,,FALSE,checked
Ochanthuruth (Island) (),NR_72_GEO_1,Part Of,Cochin (Kingdom) (),GLOB_299_HUM_2,,NL-HaNA_4.VEL_884 Particuliere Caart van Een Gedeelte van de Mallabaar of de Strekking Der Riviers van Chettua Tot Coylang.,,,FALSE,checked
Ochanthuruth (Point) (),NR_72_GEO_2,Part Of,Ochanthuruth (Island) (),NR_72_GEO_1,,NL-HaNA_4.VEL_884 Particuliere Caart van Een Gedeelte van de Mallabaar of de Strekking Der Riviers van Chettua Tot Coylang.,,,FALSE,checked
Bolgatty (),NR_73,Part Of,Cochin (Kingdom) (),GLOB_299_HUM_2,,NL-HaNA_4.VEL_884 Particuliere Caart van Een Gedeelte van de Mallabaar of de Strekking Der Riviers van Chettua Tot Coylang.,,,FALSE,checked
Bolgatty (Island) (),NR_73_GEO_1,Part Of,Cochin (Kingdom) (),GLOB_299_HUM_2,,NL-HaNA_4.VEL_884 Particuliere Caart van Een Gedeelte van de Mallabaar of de Strekking Der Riviers van Chettua Tot Coylang.,,,FALSE,checked
Airur (Ernakulam) (),GLOB_283,Part Of,Travancore (Kingdom) (),GLOB_421_HUM_2,,"NL-HaNA_4.VEL_883 Particuliere Kaart van Een Gedeelte van de Mallabaar, of de Strekking de Riviers van Chettua Tot Coilang.",,,FALSE,checked
Kundannoor (),NR_85,Part Of,Travancore (Kingdom) (),GLOB_421_HUM_2,,NL-HaNA_4.VEL_884 Particuliere Caart van Een Gedeelte van de Mallabaar of de Strekking Der Riviers van Chettua Tot Coylang.,,,FALSE,checked
Kundannoor (Island) (),NR_85_GEO_1,Part Of,Travancore (Kingdom) (),GLOB_421_HUM_2,,NL-HaNA_4.VEL_884 Particuliere Caart van Een Gedeelte van de Mallabaar of de Strekking Der Riviers van Chettua Tot Coylang.,,,FALSE,checked
Kadakkarappally (),NR_88,Part Of,Travancore (Kingdom) (),GLOB_421_HUM_2,,NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,,FALSE,checked
Moedoedoer (),NR_89,Part Of,Travancore (Kingdom) (),GLOB_421_HUM_2,,NL-HaNA_4.VEL_884 Particuliere Caart van Een Gedeelte van de Mallabaar of de Strekking Der Riviers van Chettua Tot Coylang.,,,FALSE,checked
Moedoedoer (Bazaar) (),NR_89_HUM_1,Part Of,Travancore (Kingdom) (),GLOB_421_HUM_2,,NL-HaNA_4.VEL_884 Particuliere Caart van Een Gedeelte van de Mallabaar of de Strekking Der Riviers van Chettua Tot Coylang.,,,FALSE,checked
Bhatkal (port) (),NR_251_HUM_1,Part Of,Kanara (Kingdom) (),GLOB_500_HUM_1,,Een Mallabars Woordenboek,https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_2601_0387,,FALSE,checked
Ambanakulangara (),NR_93,Part Of,Travancore (Kingdom) (),GLOB_421_HUM_2,,"NL-HaNA_4.VEL_883 Particuliere Kaart van Een Gedeelte van de Mallabaar, of de Strekking de Riviers van Chettua Tot Coilang.",,,FALSE,checked
Aryad (),NR_94,Part Of,Travancore (Kingdom) (),GLOB_421_HUM_2,,NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,,FALSE,checked
Aryad (Tollhouse) (),NR_94_HUM_1,Part Of,Travancore (Kingdom) (),GLOB_421_HUM_2,,NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,,FALSE,checked
Pallathuruthy (Alappuzha) (),NR_97,Part Of,Thekkumkur (Kingdom) (),GLOB_427_HUM_1,,NL-HaNA_4.VEL_884 Particuliere Caart van Een Gedeelte van de Mallabaar of de Strekking Der Riviers van Chettua Tot Coylang.,,,FALSE,checked
Pallathuruthy (Temple) (),NR_97_HUM_1,Part Of,Thekkumkur (Kingdom) (),GLOB_427_HUM_1,,NL-HaNA_4.VEL_884 Particuliere Caart van Een Gedeelte van de Mallabaar of de Strekking Der Riviers van Chettua Tot Coylang.,,,FALSE,checked
Pullangady (),NR_99,Part Of,Thekkumkur (Kingdom) (),GLOB_427_HUM_1,,NL-HaNA_4.VEL_884 Particuliere Caart van Een Gedeelte van de Mallabaar of de Strekking Der Riviers van Chettua Tot Coylang.,,,FALSE,checked
Pullangady (Temple) (),NR_99_HUM_1,Part Of,Thekkumkur (Kingdom) (),GLOB_427_HUM_1,,NL-HaNA_4.VEL_884 Particuliere Caart van Een Gedeelte van de Mallabaar of de Strekking Der Riviers van Chettua Tot Coylang.,,,FALSE,checked
Punnapra (),NR_100,Part Of,Pirakkad (Kingdom) (),GLOB_200_HUM_1,,NL-HaNA_4.VEL_884 Particuliere Caart van Een Gedeelte van de Mallabaar of de Strekking Der Riviers van Chettua Tot Coylang.,,,FALSE,checked
Punnapra (Temple) (),NR_100_HUM_1,Part Of,Pirakkad (Kingdom) (),GLOB_200_HUM_1,,NL-HaNA_4.VEL_884 Particuliere Caart van Een Gedeelte van de Mallabaar of de Strekking Der Riviers van Chettua Tot Coylang.,,,FALSE,checked
Ambalapuzha (),NR_101,Part Of,Pirakkad (Kingdom) (),GLOB_200_HUM_1,,NL-HaNA_4.VEL_884 Particuliere Caart van Een Gedeelte van de Mallabaar of de Strekking Der Riviers van Chettua Tot Coylang.,,,FALSE,checked
Ambalapuzha (Fortress) (),NR_101_HUM_1,Part Of,Pirakkad (Kingdom) (),GLOB_200_HUM_1,,NL-HaNA_4.VEL_884 Particuliere Caart van Een Gedeelte van de Mallabaar of de Strekking Der Riviers van Chettua Tot Coylang.,,,FALSE,checked
Anandeswaram (),NR_103,Part Of,Pirakkad (Kingdom) (),GLOB_200_HUM_1,,NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,,FALSE,checked
Anandeshwaram Mahadeva Temple (),NR_103_HUM_1,Part Of,Pirakkad (Kingdom) (),GLOB_200_HUM_1,,NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,,FALSE,checked
Pallana (),NR_104,Part Of,Pirakkad (Kingdom) (),GLOB_200_HUM_1,,NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,,FALSE,checked
Clappana (),NR_110,Part Of,Kayamkulam (kingdom) (),GLOB_26_HUM_2,,NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,,FALSE,checked
Clappana (Tollhouse) (),NR_110_HUM_1,Part Of,Kayamkulam (kingdom) (),GLOB_26_HUM_2,,NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,,FALSE,checked
Paranagarapoera (),NR_111,Part Of,Kayamkulam (kingdom) (),GLOB_26_HUM_2,,NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,,FALSE,checked
Arattupuzha (Temple) (),NR_107_HUM_1,Part Of,Kayamkulam (kingdom) (),GLOB_26_HUM_2,,NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,,FALSE,checked
Alappad (),NR_112,Part Of,Kayamkulam (kingdom) (),GLOB_26_HUM_2,,NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,,FALSE,checked
Alappad (Temple) (),NR_112_HUM_1,Part Of,Kayamkulam (kingdom) (),GLOB_26_HUM_2,,NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,,FALSE,checked
Alappad (Salt flat) (),NR_112_GEO_1,Part Of,Kayamkulam (kingdom) (),GLOB_26_HUM_2,,NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,,FALSE,checked
Kuzhithura (),NR_113,Part Of,Kayamkulam (kingdom) (),GLOB_26_HUM_2,,NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,,FALSE,checked
Parayakadavu (),NR_114,Part Of,Kayamkulam (kingdom) (),GLOB_26_HUM_2,,"NL-HaNA_4.VEL_883 Particuliere Kaart van Een Gedeelte van de Mallabaar, of de Strekking de Riviers van Chettua Tot Coilang.",,,FALSE,checked
Parayakadavu (Tollhouse) (),NR_114_HUM_1,Part Of,Kayamkulam (kingdom) (),GLOB_26_HUM_2,,NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,,FALSE,checked
Pandaraturuth (),GLOB_386,Part Of,Kayamkulam (kingdom) (),GLOB_26_HUM_2,,"NL-HaNA_4.VEL_883 Particuliere Kaart van Een Gedeelte van de Mallabaar, of de Strekking de Riviers van Chettua Tot Coilang.",,,FALSE,checked
Tallagoa (),NR_116,Part Of,Kayamkulam (kingdom) (),GLOB_26_HUM_2,,NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,,FALSE,checked
Chavara (),NR_117,Part Of,Kayamkulam (kingdom) (),GLOB_26_HUM_2,,NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,,FALSE,checked
Karattura (),NR_118,Part Of,Kayamkulam (kingdom) (),GLOB_26_HUM_2,,NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,,FALSE,checked
Marumanatura (),NR_119,Part Of,Kayamkulam (kingdom) (),GLOB_26_HUM_2,,NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,,FALSE,checked
Dalavapuram (),NR_120,Part Of,Kayamkulam (kingdom) (),GLOB_26_HUM_2,,NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,,FALSE,checked
Kodamthuruth (),NR_130,Part Of,Turavur (),NR_127,,"NL-HaNA_4.VEL_883 Particuliere Kaart van Een Gedeelte van de Mallabaar, of de Strekking de Riviers van Chettua Tot Coilang.",,,FALSE,checked
Kodamthuruth (village) (),NR_130_HUM_1,Part Of,Turavur (),NR_127,,NL-HaNA_4.VEL_882.1 Particuliere Kaart van een gedeelte der Kuste Malabaar of de strekking der riviere van Chettua tot Coijlang. 882.1 blad 1.,,,FALSE,checked
Varanad (),NR_135,Part Of,Karappuram (Region) (),GLOB_271_HUM_1,,NL-HaNA_4.VEL_882.1 Particuliere Kaart van een gedeelte der Kuste Malabaar of de strekking der riviere van Chettua tot Coijlang. 882.1 blad 1.,,,FALSE,checked
Varanad Devi Temple (),NR_135_HUM_1,Part Of,Karappuram (Region) (),GLOB_271_HUM_1,,NL-HaNA_4.VEL_882.1 Particuliere Kaart van een gedeelte der Kuste Malabaar of de strekking der riviere van Chettua tot Coijlang. 882.1 blad 1.,,,FALSE,checked
Karumady (),NR_141,Part Of,Kayamkulam (kingdom) (),GLOB_26_HUM_2,,NL-HaNA_4.VEL_882.1 Particuliere Kaart van een gedeelte der Kuste Malabaar of de strekking der riviere van Chettua tot Coijlang. 882.1 blad 1.,,,FALSE,checked
Karumady (Temple) (),NR_141_HUM_1,Part Of,Kayamkulam (kingdom) (),GLOB_26_HUM_2,,NL-HaNA_4.VEL_882.1 Particuliere Kaart van een gedeelte der Kuste Malabaar of de strekking der riviere van Chettua tot Coijlang. 882.1 blad 1.,,,FALSE,checked
Poruvakara (),NR_151,Part Of,Kayamkulam (kingdom) (),GLOB_26_HUM_2,,NL-HaNA_4.VEL_882.1 Particuliere Kaart van een gedeelte der Kuste Malabaar of de strekking der riviere van Chettua tot Coijlang. 882.1 blad 1.,,,FALSE,checked
Ponmana (),NR_152,Part Of,Kayamkulam (kingdom) (),GLOB_26_HUM_2,,NL-HaNA_4.VEL_882.1 Particuliere Kaart van een gedeelte der Kuste Malabaar of de strekking der riviere van Chettua tot Coijlang. 882.1 blad 1.,,,FALSE,checked
Ponmana (Resthouse) (),NR_152_HUM_1,Part Of,Kayamkulam (kingdom) (),GLOB_26_HUM_2,,NL-HaNA_4.VEL_882.1 Particuliere Kaart van een gedeelte der Kuste Malabaar of de strekking der riviere van Chettua tot Coijlang. 882.1 blad 1.,,,FALSE,checked
Kovilthottam (),NR_153,Part Of,Kayamkulam (kingdom) (),GLOB_26_HUM_2,,NL-HaNA_4.VEL_882.1 Particuliere Kaart van een gedeelte der Kuste Malabaar of de strekking der riviere van Chettua tot Coijlang. 882.1 blad 1.,,,FALSE,checked
Edakochi (),NR_240,Part Of,Cochin (Kingdom) (),GLOB_299_HUM_2,,"NL-HaNA_4.VEL_883 Particuliere Kaart van Een Gedeelte van de Mallabaar, of de Strekking de Riviers van Chettua Tot Coilang.",,,FALSE,checked
Ezhimala (),GLOB_340,Part Of,Kannur (Kingdom) (),GLOB_29_HUM_2,,"NL-HaNA_4.MIKO_W37 Kaart van de Zuidkust van India, van Goa Aan de Westzijde Tot Aan de Rivier Samgam Aan de Oostzijde.",,,FALSE,checked
Mount Dilli (),GLOB_340_GEO_1,Part Of,Kannur (Kingdom) (),GLOB_29_HUM_2,,"NL-HaNA_4.MIKO_W37 Kaart van de Zuidkust van India, van Goa Aan de Westzijde Tot Aan de Rivier Samgam Aan de Oostzijde.",,,FALSE,checked
Kodungallur (Kingdom) (),GLOB_43_HUM_2,Part Of,Kozhikode (kingdom) (),GLOB2_1010_HUM_1,"The map labels this realm as ""the land of the Samoryn or the kingdom of Krangenoor (Kodungallur)."" This suggests that the kingdom of Krangenoor was conquered by the Samoryn (Zamorin or Samuthiri) or the King of Calicut (i.e. Kozhikode). The map also demarcates the Kingdom of Calicut as being separate from the Kingdom of Kodungallur. ","NL-HaNA_4.MIKO_W37 Kaart van de Zuidkust van India, van Goa Aan de Westzijde Tot Aan de Rivier Samgam Aan de Oostzijde.",,,FALSE,checked
Kozhikode (kingdom) (),GLOB2_1010_HUM_1,Part Of,Mysuru (Kingdom) (),GLOB_397_HUM_1,"This relation is drawn from the textual information of Map 883 which says: ""Landen van den Nabab Heider Alichan, Vor Deesen Behoorende Aan den Koning van Sammorijn"" (i.e. ""Lands of the Nawab Heider Alichan, Before These Belonging to the King of Sammorijn""). 'Heider Alichan' means Hyder Ali, the Nawab of Mysuru; 'the King of Sammorijn' (Zamorin or Samuthiri) indicates the King of Calicut (i.e. Kozhikode).","NL-HaNA_4.VEL_883 Particuliere Kaart van Een Gedeelte van de Mallabaar, of de Strekking de Riviers van Chettua Tot Coilang.",,,FALSE,checked
"St. Laurence's Church (Edakochi, Kerala) ()",NR_253,Part Of,Edakochi (Island) (),NR_240_GEO_1,,NL-HaNA_4.VEL_882.2 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.2 Blad 2.,,,FALSE,checked
Azhikod (),GLOB_508,Part Of,Vypin Island (),GLOB_10_GEO_1,,NL-HaNA_4.VEL_882.2 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.2 Blad 2.,,,FALSE,checked
Thengapattanam (),GLOB_920,Part Of,Travancore (Kingdom) (),GLOB_421_HUM_2,,"NL-HaNA_4.MIKO_W37 Kaart van de Zuidkust van India, van Goa Aan de Westzijde Tot Aan de Rivier Samgam Aan de Oostzijde.",,,FALSE,checked
Karthikappally (),GLOB_498,Part Of,Kayamkulam (kingdom) (),GLOB_26_HUM_2,,"NL-HaNA_4.VEL_883 Particuliere Kaart van Een Gedeelte van de Mallabaar, of de Strekking de Riviers van Chettua Tot Coilang.",,,FALSE,checked
Karthikappally (Church) (),GLOB_498_HUM_1,Part Of,Kayamkulam (kingdom) (),GLOB_26_HUM_2,,"NL-HaNA_4.VEL_883 Particuliere Kaart van Een Gedeelte van de Mallabaar, of de Strekking de Riviers van Chettua Tot Coilang.",,,FALSE,checked
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
,,,,,,,,,FALSE,
