EXISTING_PLACE,EXISTING_ID,GLOB_ID,PREF_LABEL,PREF_LABEL_SOURCE,PREF_LABEL_SOURCE_PAGE,PREF_LABEL_REMARKS,PREF_LABEL_REMARKS_SOURCE,PREF_LABEL_REMARKS_SOURCE_PAGE,LATITUDE,LONGITUDE,COORD_CERTAINTY,COORD_SOURCE,COORD_SOURCE_PAGE,COORD_REMARKS,COORD_REMARKS_SOURCE,COORD_REMARKS_SOURCE_PAGE,CCODES,WHG_ID,GEONAMES_ID,TGN_ID,WIKIDATA_ID,AMH_ID,EXTERNAL_IDS,OVERALL_REMARKS,OVERALL_SOURCE,OVERALL_SOURCE_PAGE,,CHECKED?,TEST_LAT,TEST_LONG,TEST_GN,TEST_WHG,EXTERNAL_ID,TEST_AMH,
,,GLOB_176_HUM_1,Azhikkal (City),GeoNames (GN),https://www.geonames.org/1253500/azhikkal.html,,,,11.94043,75.30512,certain,GeoNames (GN),https://www.geonames.org/1253500/azhikkal.html,,,,India,,https://www.geonames.org/1253500/azhikkal.html,,,,,"[CONTEXT] GM 3:564 ""Baliapatnam, Valarpattanam or Azhikkal, place on the west coast of India, near the Monte Delly mentioned on dl. II, p. 205, located at about 12° N."" (GM 2:205 ""Monte Delly, the approximately 280-meter high mountain on the west coast of India, at over 12° N., where Vasco da Gama first saw this country in 1498."")","Generale Missiven vol. 3, Generale Missiven vol. 2",564|205,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
Desinganadu (),GLOB2_1651,GLOB_38_HUM_1,Kollam (kingdom),"A. Singh, Fort Cochin in Kerala",30,,,,8.88113,76.58469,uncertain,GeoNames (GN),https://www.geonames.org/1259091/kollam.html,"[INFERENCE] The coordinates of the city of Kollam (Coilang/Quilon) are used here as an inference for the location of the Desinganadu kingdom (which the Dutch referred to as the Coilang or Signatty kingdom). According to GM 4:737, the former was the capital of the latter.",Generale Missiven vol. 4,737,India,,https://www.geonames.org/1259091/kollam.html,,,amh_392p,,"[CONTEXT] GM 4:737 ""Signatty appears in the V.O.C. as the name of a small kingdom on the coast of Malabar at about 8°50' N, with Coylan or Quilon as its capital; usually a female sovereign ruled there, who was the eldest descendant in the female line of the reigning family and bore the title Desinganad, from which the Dutch made the word signatty or segnati."" The entry on Kollam in the Mallabaar's Woordenboek reads, ""Coilan een koningrijk geleegen tussen Calicoilan Peritallij, en atingen, alwaar de E. Comp: een aansienlijke fortresse heeft vande eijgenste naam, de producten van het Land zijn pper:, nelij, en grove Lijwaten, heeft 5000 Nairas, is Pannircoer."" [Necessary Reunions Translation] Coilan, a kingdom located between Calicoilan Peritallij and Atingen, where the E. Comp. has a considerable fortress of the same name. The products of the land are pepper, nelij, and coarse Lijwaten. It has 5,000 Nairas and is Pannircoer.","Generale Missiven vol. 4, Een Mallabars Woordenboek",737|https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_2601_0403,,FALSE,,,,,,,checked
,,GLOB_38_HUM_2,Kollam (city),GeoNames (GN),https://www.geonames.org/1259091/kollam.html,,,,8.88113,76.58469,certain,GeoNames (GN),https://www.geonames.org/1259091/kollam.html,,,,India,,https://www.geonames.org/1259091/kollam.html,,,amh_392p,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,GLOB2_1010_HUM_1,Kozhikode (kingdom),GeoNames (GN),https://geonames.org/1265873,,,,11.258,75.77716,uncertain,Atlas of Mutual Heritage (AMH),amh_318p,,,,India,,https://geonames.org/1265873,,,amh_318p,ESTA_77,"This entry on Kozhikode from the Mallabaar's Woordenboek which reads, "" Calicoet een landstreek tussen Pananij en Cottica toebehorende den Sammorijn, alwaar de Engelse  Franse en Portugeesen hunne Logies hebben, hoewel de meeste tijd maar een Tolk aldaar resideert; op dese plaats word groten handel gedreven van peper, houtwerken, Cattoen, en alles wat den jnlandse handel mede brengt, uijt welken hoofde ook veeltijds scheepen van de drie voorm: naties aldaar komen, dog de voornaamste voort is die der Bombarras, en andere vaartuijgen die uijt macquetta en Mocha aldaar komen. De koninginne houd hare Residentie hier, de voornaamste koopl: zijn moren, Benjanen, Canarijns. [Necessary Reunions Translation] Calicoet, a region between Pananij and Cottica belonging to Sammorijn, where the English, French, and Portuguese have their lodgings, although most of the time only an interpreter resides there; At this location, there is significant trade in pepper, woodwork, cotton, and everything else that domestic trade brings, which is why ships from the three aforementioned nations frequently visit there, but the most important ones are those from Bombarras and other vessels that come from Macquetta and Mocha. The queen has her residence here, and the principal merchants are Moors, Benjans, and Canarians. ",Een Mallabars Woordenboek,https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_2601_0389; https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_2601_0390,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,GLOB2_1010_HUM_2,Kozhikode (European Settlement),GeoNames (GN),https://geonames.org/1265873,,,,11.258,75.77716,certain,Atlas of Mutual Heritage (AMH),amh_318p,,,,India,,https://geonames.org/1265873,,,amh_318p,ESTA_77,"This entry on Kozhikode from the Mallabaar's Woordenboek which reads, "" Calicoet een landstreek tussen Pananij en Cottica toebehorende den Sammorijn, alwaar de Engelse  Franse en Portugeesen hunne Logies hebben, hoewel de meeste tijd maar een Tolk aldaar resideert; op dese plaats word groten handel gedreven van peper, houtwerken, Cattoen, en alles wat den jnlandse handel mede brengt, uijt welken hoofde ook veeltijds scheepen van de drie voorm: naties aldaar komen, dog de voornaamste voort is die der Bombarras, en andere vaartuijgen die uijt macquetta en Mocha aldaar komen. De koninginne houd hare Residentie hier, de voornaamste koopl: zijn moren, Benjanen, Canarijns. [Necessary Reunions Translation] Calicoet, a region between Pananij and Cottica belonging to Sammorijn, where the English, French, and Portuguese have their lodgings, although most of the time only an interpreter resides there; At this location, there is significant trade in pepper, woodwork, cotton, and everything else that domestic trade brings, which is why ships from the three aforementioned nations frequently visit there, but the most important ones are those from Bombarras and other vessels that come from Macquetta and Mocha. The queen has her residence here, and the principal merchants are Moors, Benjans, and Canarians. ",Een Mallabars Woordenboek,https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_2601_0389; https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_2601_0390,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,GLOB_299_HUM_1,Cochin (VOC administered area),GeoNames (GN),https://geonames.org/1273874,,,,9.939431,76.258793,certain,Atlas of Mutual Heritage (AMH),amh_322p,,,,India,,https://geonames.org/1273874,,,amh_322p,ESTA_188,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,GLOB_299_HUM_2,Cochin (Kingdom),GeoNames (GN),https://geonames.org/1273874,,,,9.939431,76.258793,uncertain,Atlas of Mutual Heritage (AMH),amh_322p,,,,India,,https://geonames.org/1273874,,,amh_322p,ESTA_188,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,GLOB_29_HUM_1,Kannur (VOC administered area),GeoNames (GN),https://geonames.org/1274987,,,,11.87827,75.373564,certain,Atlas of Mutual Heritage (AMH),amh_319p,,,,India,,https://geonames.org/1274987,,,amh_319p,ESTA_80,"The entry on Kannur in the Mallabars Woordenboek which reads, ""Cananoor een sterke fortresse van de EComp: in het Rijk van Colastrij. 3. mijlen van Talicherij, tussen de revieren van baliapatnam en Dermapatnam"" [Necessary Reunion translation] ""Cananoor, a strong fortress of the honorable Company in the realm of Colastrij, 3 miles from Talicherij, between the rivers of Baliapatnam and Dermapatnam.""",Een Mallabars Woordenboek,https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_2601_0391,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,GLOB_29_HUM_2,Kannur (Kingdom),GeoNames (GN),https://geonames.org/1274987,,,,11.87827,75.373564,uncertain,Atlas of Mutual Heritage (AMH),amh_319p,,,,India,,https://geonames.org/1274987,,,amh_319p,ESTA_80,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_89_GEO_1,Moedoedoer (River),"NL-HaNA_4.VEL_883 Particuliere Kaart van Een Gedeelte van de Mallabaar, of de Strekking de Riviers van Chettua Tot Coilang.",,"Moedoedoer might have been a corrupted spelling of the Dutch word modder, meaning mud.",,,9.58261,76.36343,uncertain,GeoNames (GN),https://www.geonames.org/11500782/perunturuttu.html,"[INFERENCE] Based on a comparison of the early modern maps with current location, 'Moedoedoer' was located near present-day Perunturuttu, so the coordinates of Perunturuttu have been selected as inference.",NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,India,,https://www.geonames.org/11500782/perunturuttu.html,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,GLOB_358_HUM_2,Varappuzha (Garden),GeoNames (GN),https://www.geonames.org/13353541/varappuzha.html,,,,10.07589,76.27152,uncertain,GeoNames (GN),https://www.geonames.org/13353541/varappuzha.html,,,,India,,https://www.geonames.org/13353541/varappuzha.html,,https://www.wikidata.org/wiki/Q13114587,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,GLOB2_1528_HUM_ 1,Mangaluru (Port city),GeoNames (GN),https://geonames.org/1263780,,,,12.84883,74.83865,certain,Atlas of Mutual Heritage (AMH),amh_716p,,,,India,,https://geonames.org/1263780,,,amh_716p,,"The entry on Mangaloor in the Mallabars Woordenboek (1744) reads, ""Mangaloor een haven in het Rijk van Canara, 18 mijlen beszluijden Barssaloor, alwaar Jaarlijx een groote quantiteijde rijst door allerhande naties word afgescheept, de portugeesen hebben hier een oud fortje en genieten eenige privilegien."" [Necessary Reunions Translation] Mangaloor a port in the Kingdom of Canara, 18 miles from Barssaloor, where every year a large quantity of rice is shipped by all kinds of nations, the Portuguese have an old fort here and enjoy certain privileges.",Een Mallabars Woordenboek,https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_2601_0413,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,GLOB_7_HUM_1,Anchuthengu (Factory),Wikidata,https://www.wikidata.org/wiki/Q4752775,,,,8.672182,76.756085,certain,Atlas of Mutual Heritage (AMH),amh_860p,,,,India,,https://geonames.org/1278571,,https://www.wikidata.org/wiki/Q4752775,amh_860p,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,GLOB2_1528_HUM_ 2,Mangaluru (Kingdom),GeoNames (GN),https://geonames.org/1263780,,,,12.84883,74.83865,uncertain,Atlas of Mutual Heritage (AMH),amh_716p,,,,India,,https://geonames.org/1263780,,,amh_716p,,"The entry on Mangaloor in the Mallabars Woordenboek (1744) reads, ""Mangaloor een haven in het Rijk van Canara, 18 mijlen beszluijden Barssaloor, alwaar Jaarlijx een groote quantiteijde rijst door allerhande naties word afgescheept, de portugeesen hebben hier een oud fortje en genieten eenige privilegien."" [Necessary Reunions Translation] Mangaloor a port in the Kingdom of Canara, 18 miles from Barssaloor, where every year a large quantity of rice is shipped by all kinds of nations, the Portuguese have an old fort here and enjoy certain privileges.",Een Mallabars Woordenboek,https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_2601_0413,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,GLOB_461_HUM_1,Thalassery (European settlement),GeoNames (GN),https://geonames.org/1254780,,,,11.74811,75.4929,uncertain,GeoNames (GN),https://geonames.org/1254780,,,,India,,"https://geonames.org/1254780",,,,,"[CONTEXT] GM 4:636 ""Tellichery, town on the coast of Malabar at 11°43' N., where the English established their first permanent settlement on this coast in 1683, the French had an establishment there in the 70s.""",Generale Missiven vol. 4,636,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,GLOB_43_HUM_1,Kodungallur (VOC administered area),GeoNames (GN),https://geonames.org/1266385,,,,10.196296,76.211747,certain,Atlas of Mutual Heritage (AMH),amh_355p,,,,India,,https://geonames.org/1266385,,,amh_355p,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,GLOB_10_GEO_1,Vypin Island,GeoNames (GN),https://www.geonames.org/1253072/vypin-island.html,,,,9.983333333,76.24166667,certain,Atlas of Mutual Heritage (AMH),amh_806p,,,,India,,https://www.geonames.org/1253072/vypin-island.html,,,amh_806p,,"The entry on the island of Vypin in the Mallabar's Woordenboek (1744) reads, ""Baijpin of Vaijpin, een eijland over de revier en een snaphaan schoot van de stad Cochim, komt den Paljetter toe, behalven de thuijnen en landen aan de over zijde van de stad, die onder de S' Comp. gehoren."" [Necessary Reunions Translation] Baijpin or Vaijpin, an island across the river and a gunshot from the city of Cochin, belongs to the Paljetter, except for the gardens and lands on the other side of the city, which belong to the Company.",Een Mallabars Woordenboek,https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_2601_0381,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,GLOB_43_HUM_2,Kodungallur (Kingdom),GeoNames (GN),https://geonames.org/1266385,,,,10.196296,76.211747,uncertain,Atlas of Mutual Heritage (AMH),amh_355p,,,,India,,https://geonames.org/1266385,,,amh_355p,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_229,"St. Andrew's Basilica, Arthunkal",Wikidata,https://www.wikidata.org/wiki/Q13110190,,,,9.661111,76.300389,certain,Wikidata,https://www.wikidata.org/wiki/Q13110190,,,,India,,,,https://www.wikidata.org/wiki/Q13110190,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
Pirakkad (VOC administered area) (),GLOB_200_HUM_2,GLOB_200_HUM_2,Pirakkad (VOC administered area),GeoNames (GN),https://geonames.org/11484893,,,,9.35099,76.36792,uncertain,GeoNames (GN),https://geonames.org/11484893,,,,India,,https://geonames.org/11484893,,,amh_603p,,[DISAMBIGUATION] Not to be confused with another place also named Purakkad but located north of Kozhikode/Calicut (GeoNames ID 10926331).,Generale Missiven vol. 3,511,,FALSE,,,,,,,checked
,,GLOB_26_HUM_1,Kayamkulam (VOC administered area),GeoNames (GN),"https://geonames.org/1267360",,,,9.17167,76.500535,certain,Atlas of Mutual Heritage (AMH),amh_595p,,,,India,,"https://geonames.org/1267360",,,amh_595p,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,GLOB_38_HUM_3,Kollam (VOC administered area),GeoNames (GN),https://geonames.org/1259091,,,,8.882019,76.592016,certain,Atlas of Mutual Heritage (AMH),amh_392p,,,,India,,https://geonames.org/1259091,,,amh_392p,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_130_HUM_1,Kodamthuruth (village),GeoNames (GN),https://www.geonames.org/13353524/kodamthuruth.html,,,,9.80062,76.30153,certain,GeoNames (GN),https://www.geonames.org/13353524/kodamthuruth.html,,,,India,,https://www.geonames.org/13353524/kodamthuruth.html,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_81_GEO_1,Perumbalam (Island),GeoNames (GN),https://www.geonames.org/1259860/perumbalam.html,,,,9.85,76.36667,certain,GeoNames (GN),https://www.geonames.org/1259860/perumbalam.html,,,,India,,https://www.geonames.org/1259860/perumbalam.html,,https://www.wikidata.org/wiki/Q7171054,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,GLOB_394_HUM_1,Manakkodam (Guard post),Wikidata,https://www.wikidata.org/wiki/Q18127759,,,,9.75,76.285,uncertain,Wikidata,https://www.wikidata.org/wiki/Q18127759,,,,India,,,,https://www.wikidata.org/wiki/Q18127759,amh_599p,,"The entry on 'Manicoorde' in the Mallabar's Woordenboek (1744) reads, ""Een Comps Post 3 mijlen van Cochim om de Zuijd geleegen aan de mond van een kleijn revier of spruijt gent wallawootora, alwaar 1 sergeaat en 6 of 8 Toepassen geplaatst zijn tot voortporting van 's Comps brieven."" [Necessary Reunions Translation] ""A Company Post 3 miles from Cochin on the South, located at the mouth of a small river or stream called Wallawootora, where 1 sergeant and 6 or 8 Toepas are placed for forwarding the Company's letters.""",Een Mallabars Woordenboek,https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_2601_0415,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_226,Kakkathuruth (Alappuzha),Wikidata,https://www.wikidata.org/wiki/Q116692963,,,,9.816944,76.325,certain,Wikidata,https://www.wikidata.org/wiki/Q116692963,,,,India,,,,https://www.wikidata.org/wiki/Q116692963,,,[DISAMBIGUATION] Not to be confused with Kakkathiruthy in Thrissur district (Wikidata ID Q101194898).,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_22_HUM_1,Pallipuram (Church),GeoNames (GN),https://www.geonames.org/12639820/pallipuram.html,,,,9.75502,76.35724,uncertain,GeoNames (GN),https://www.geonames.org/12639820/pallipuram.html,,,,India,,https://www.geonames.org/12639820/pallipuram.html,,,,,[DISAMBIGUATION] Not to be confused with Pallipuram/Palliport in Ernakulam district.,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_22_HUM_2,Pallipuram (Temple),GeoNames (GN),https://www.geonames.org/12639820/pallipuram.html,,,,9.75502,76.35724,uncertain,GeoNames (GN),https://www.geonames.org/12639820/pallipuram.html,,,,India,,https://www.geonames.org/12639820/pallipuram.html,,,,,[DISAMBIGUATION] Not to be confused with Pallipuram/Palliport in Ernakulam district.,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_131_GEO_1,Pattanakkad (Island),GeoNames (GN),https://www.geonames.org/11500628/pattanakkad.html,,,,9.7325,76.31758,uncertain,GeoNames (GN),https://www.geonames.org/11500628/pattanakkad.html,,,,India,,https://www.geonames.org/11500628/pattanakkad.html,,,,,"[DISAMBIGUATION] Not to be confused with Panangad in Thrissur district, although the alternative labels look similar.",,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_133_HUM_1,Cherthala (Temple) ,GeoNames (GN),https://www.geonames.org/10792588/cherthala.html,,,,9.68444,76.33558,uncertain,GeoNames (GN),https://www.geonames.org/10792588/cherthala.html,,,,India,,https://www.geonames.org/10792588/cherthala.html,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_251_HUM_2,Bhatkal (Kingdom),GeoNames (GN),https://www.geonames.org/1276067/bhatkal.html,,,,13.98534,74.55531,uncertain,GeoNames (GN),https://www.geonames.org/1276067/bhatkal.html,,,,India,,https://www.geonames.org/1276067/bhatkal.html,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_135_HUM_1,Varanad Devi Temple,Wikidata,https://www.wikidata.org/wiki/Q121094494,,,,9.696518,76.361995,certain,Wikidata,https://www.wikidata.org/wiki/Q121094494,,,,India,,,,https://www.wikidata.org/wiki/Q121094494,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_87_HUM_1,Vaikam (Temple),GeoNames (GN),https://www.geonames.org/1253544/vaikam.html,,,,9.74858,76.39637,uncertain,GeoNames (GN),https://www.geonames.org/1253544/vaikam.html,,,,India,,https://www.geonames.org/1253544/vaikam.html,,,,,"The entry on the temple of Vaikam in the Mallabars Woordenboek (1744) reads, ""Baijkam, een van de voornaamste Pagoden, op Malabaar, legt in het Berkencoerse aan de groote revier 9 mijlen van Cochim, daar is alle jaren in de maand November een groote kaarmarkt Astamij gent:, waar op met alles kan te koop krijgen, wat de mallabaar uijtlevert. [Necessary Reunions Translation] Baijkam, one of the main pagodas on Malabar, is located in Berkenkur on the great river 9 miles from Cochin, where every year in November there is a large fair called Astamij, where you can buy everything that Malabar has to offer. ",Een Mallabars Woordenboek,https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_2601_0381,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
Kannur (Cananoor|Cananor|Cannanoor|Cannanore|Cannanur|Canonor|Conannor),GLOB_29,GLOB_29,Kannur,GeoNames (GN),https://geonames.org/1274987,,,,11.87827,75.373564,certain,Atlas of Mutual Heritage (AMH),amh_319p,,,,India,,https://geonames.org/1274987,,,amh_319p,ESTA_80,,,,,FALSE,11.87827,75.373564,https://geonames.org/1274987,,,amh_319p,checked
,,NR_230,Pathiramanal,Wikidata,https://www.wikidata.org/wiki/Q7144785,,,,9.61851,76.38497,certain,GeoNames (GN),https://www.geonames.org/11500769/munro-island.html,,,,India,,https://www.geonames.org/11500769/munro-island.html,,https://www.wikidata.org/wiki/Q7144785,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_89_HUM_1,Moedoedoer (Bazaar),"NL-HaNA_4.VEL_883 Particuliere Kaart van Een Gedeelte van de Mallabaar, of de Strekking de Riviers van Chettua Tot Coilang.",,"Moedoedoer might have been a corrupted spelling of the Dutch word modder, meaning mud.",,,9.58261,76.36343,uncertain,GeoNames (GN),https://www.geonames.org/11500782/perunturuttu.html,"[INFERENCE] Based on a comparison of the early modern maps with current location, 'Moedoedoer' was located near present-day Perunturuttu, so the coordinates of Perunturuttu have been selected as inference.",NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,India,,https://www.geonames.org/11500782/perunturuttu.html,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_94_HUM_1,Aryad (Tollhouse),Wikidata,https://www.wikidata.org/wiki/Q13110270,,,,9.525419,76.35435,uncertain,Wikidata,https://www.wikidata.org/wiki/Q13110270,,,,India,,,,https://www.wikidata.org/wiki/Q13110270,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_94_HUM_2,Aryad (Village),Wikidata,https://www.wikidata.org/wiki/Q13110270,,,,9.525419,76.35435,certain,Wikidata,https://www.wikidata.org/wiki/Q13110270,,,,India,,,,https://www.wikidata.org/wiki/Q13110270,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_97_GEO_1,Pallathuruthy (Island),Wikidata,https://www.wikidata.org/wiki/Q7127764,,,,9.4598,76.3697,uncertain,Wikidata,https://www.wikidata.org/wiki/Q7127764,,,,India,,,,https://www.wikidata.org/wiki/Q7127764,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_47_HUM_1,Kattur (Church),GeoNames (GN),https://www.geonames.org/11500789/kattur.html,,,,9.5705,76.31486,uncertain,GeoNames (GN),https://www.geonames.org/11500789/kattur.html,,,,India,,https://www.geonames.org/11500789/kattur.html,,https://www.wikidata.org/wiki/Q6378354,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,GLOB_521_HUM_1,Alappuzha (Fort),GeoNames (GN),"https://geonames.org/1278985",,,,9.493297,76.32901,uncertain,Atlas of Mutual Heritage (AMH),amh_594p,,,,India,,"https://geonames.org/1278985",,,amh_594p,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_97_HUM_1,Pallathuruthy (Temple),Wikidata,https://www.wikidata.org/wiki/Q7127764,,,,9.4598,76.3697,uncertain,Wikidata,https://www.wikidata.org/wiki/Q7127764,,,,India,,,,https://www.wikidata.org/wiki/Q7127764,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_96_HUM_1,Thumpoly (Church),Wikidata,https://www.wikidata.org/wiki/Q7798865,,,,9.566667,76.333333,uncertain,Wikidata,https://www.wikidata.org/wiki/Q7798865,,,,India,,,,https://www.wikidata.org/wiki/Q7798865,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_101_HUM_1,Ambalapuzha (Fortress),GeoNames (GN),https://www.geonames.org/1278858/ambalapuzha.html,,,,9.38462,76.35507,uncertain,GeoNames (GN),https://www.geonames.org/1278858/ambalapuzha.html,,,,India,,https://www.geonames.org/1278858/ambalapuzha.html,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_141_HUM_1,Karumady (Temple),Wikidata,https://www.wikidata.org/wiki/Q6373630,,,,9.366667,76.383333,uncertain,Wikidata,https://www.wikidata.org/wiki/Q6373630,,,,India,,,,https://www.wikidata.org/wiki/Q6373630,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,NR_100_HUM_1,Punnapra (Temple),GeoNames (GN),https://www.geonames.org/1259217/punnapra.html,,,,9.43333,76.35,uncertain,GeoNames (GN),https://www.geonames.org/1259217/punnapra.html,,,,India,,https://www.geonames.org/1259217/punnapra.html,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
,,GLOB2_1274_HUM_1,Mahe (European settlement),GeoNames (GN),https://geonames.org/1264403,,,,11.70172,75.53474,uncertain,GeoNames (GN),https://geonames.org/1264403,,,,India,,https://geonames.org/1264403,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
"Wilhelmus, Fort ()",GLOB2_1503,GLOB2_1503,William Fort (Chettuva),Wikidata,https://www.wikidata.org/wiki/Q17070204,,,,10.525102,76.042137,certain,Atlas of Mutual Heritage (AMH),amh_67c,,,,India,,,,https://www.wikidata.org/wiki/Q17070204,amh_67c,,,,,,FALSE,,,,,,,checked
,,NR_77_HUM_1,Palluruthy (Church),Wikidata,https://www.wikidata.org/wiki/Q7127956,,,,9.921389,76.273889,uncertain,Wikidata,https://www.wikidata.org/wiki/Q7127956,,,,India,,,,https://www.wikidata.org/wiki/Q7127956,,,"[DISAMBIGUATION] This is a place in Kochi, in present-day Ernakulam district. NOT to be confused with Pallathuruthy in Alappuzha district.",,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
Thalassery (Tallecherij|Tallicherij|Tellicherry|Talchery),GLOB_461,GLOB_461,Thalassery,GeoNames (GN),https://geonames.org/1254780,,,,11.74811,75.4929,certain,GeoNames (GN),https://geonames.org/1254780,,,,India,,"https://geonames.org/1254780",,,,,"[CONTEXT] GM 4:636 ""Tellichery, town on the coast of Malabar at 11°43' N., where the English established their first permanent settlement on this coast in 1683, the French had an establishment there in the 70s.""",Generale Missiven vol. 4,636,,FALSE,11.74811,75.4929,https://geonames.org/1254780,,,,checked
,,GLOB_200_HUM_3,Pirakkad (Bazaar),GeoNames (GN),https://geonames.org/11484893,,,,9.35099,76.36792,uncertain,GeoNames (GN),https://geonames.org/11484893,,,,India,,https://geonames.org/11484893,,,amh_603p,,[DISAMBIGUATION] Not to be confused with another place also named Purakkad but located north of Kozhikode/Calicut (GeoNames ID 10926331).,Generale Missiven vol. 3,511,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,checked
