EXISTING_PLACE,EXISTING_ID,GLOB_ID,PREF_LABEL,PREF_LABEL_SOURCE,PREF_LABEL_SOURCE_PAGE,PREF_LABEL_REMARKS,PREF_LABEL_REMARKS_SOURCE,PREF_LABEL_REMARKS_SOURCE_PAGE,LATITUDE,LONGITUDE,COORD_CERTAINTY,COORD_SOURCE,COORD_SOURCE_PAGE,COORD_REMARKS,COORD_REMARKS_SOURCE,COORD_REMARKS_SOURCE_PAGE,CCODES,WHG_ID,GEONAMES_ID,TGN_ID,WIKIDATA_ID,AMH_ID,EXTERNAL_IDS,OVERALL_REMARKS,OVERALL_SOURCE,OVERALL_SOURCE_PAGE,,CHECKED?,TEST_LAT,TEST_LONG,TEST_GN,TEST_WHG,EXTERNAL_ID,TEST_AMH,
Kallickad (),NR_147,NR_147,Kallickad,Wikidata,https://www.wikidata.org/wiki/Q101188334,,,,9.187931,76.4431,uncertain,Wikidata,https://www.wikidata.org/wiki/Q4784452,"[INFERENCE] Based on a comparison of early modern maps with current location, this place was located near present-day Arattupuzha (in Alappuzha district), so the coordinates of Arattupuzha are used here as an inference.",NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,India,,,,https://www.wikidata.org/wiki/Q101188334,,,,,,,FALSE,,,,,,,Checked
,,NR_148,Beesa,NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Wallarpat Island (),NR_74_GEO_1,NR_74_GEO_1,Wallarpat Island,GeoNames (GN),https://www.geonames.org/1252988/wallarpat-island.html,,,,9.99941,76.24423,certain,GeoNames (GN),https://www.geonames.org/1252988/wallarpat-island.html,,,,India,,https://www.geonames.org/1252988/wallarpat-island.html,,https://www.wikidata.org/wiki/Q26778074,,,,,,,FALSE,,,,,,,
Vallarpadam (Church) (),NR_74_HUM_1,NR_74_HUM_1,Vallarpadam (Church),Wikidata,https://www.wikidata.org/wiki/Q7911835,,,,9.989444,76.260833,uncertain,Wikidata,https://www.wikidata.org/wiki/Q7911835,,,,India,,,,https://www.wikidata.org/wiki/Q7911835,,,,,,,FALSE,,,,,,,
,,NR_151,Perieoekere,NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Ponmana (),NR_152,NR_152,Ponmana,GeoNames (GN),https://www.geonames.org/1260456/ponmana.html,,,,9.00798,76.52023,certain,GeoNames (GN),https://www.geonames.org/1260456/ponmana.html,,,,India,,https://www.geonames.org/1260456/ponmana.html,,,,,,,,,FALSE,,,,,,,
Kovilthottam (),NR_153,NR_153,Kovilthottam,Wikidata,https://www.wikidata.org/wiki/Q101125829,,,,9.004167,76.535556,uncertain,Wikidata,https://www.wikidata.org/wiki/Q18126946,This cordinates belong to Kavithottam Lighthouse,,,India,,,,https://www.wikidata.org/wiki/Q101125829,,,,,,,FALSE,,,,,,,
,,NR_155,Tallangoa,NL-HaNA_4.VEL_882.1 Particuliere Kaart van een gedeelte der Kuste Malabaar of de strekking der riviere van Chettua tot Coijlang. 882.1 blad 1.,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Mayyanad (),NR_156,NR_156,Mayyanad,GeoNames (GN),https://www.geonames.org/11502105/mayyanad.html,,,,8.83726,76.64505,certain,GeoNames (GN),https://www.geonames.org/11502105/mayyanad.html,,,,India,,https://www.geonames.org/11502105/mayyanad.html,,,,,,,,,FALSE,,,,,,,
Meenadu (),NR_157,NR_157,Meenadu,Wikidata,https://www.wikidata.org/wiki/Q105814648,This belong to a school in Meenadu,,,8.7947,76.66798,uncertain,GeoNames (GN),https://www.geonames.org/1260354/paravur-tekkumbhagam.html,This cordinates belong to Paravur which is near to Meenadu,,,India,,,,https://www.wikidata.org/wiki/Q105814648,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,NR_160,Ariebolla,NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Paravur (),NR_161,NR_161,Paravur,GeoNames (GN),https://www.geonames.org/1260354/paravur-tekkumbhagam.html,,,,8.7947,76.66798,certain,GeoNames (GN),https://www.geonames.org/1260354/paravur-tekkumbhagam.html,,,,,,https://www.geonames.org/1260354/paravur-tekkumbhagam.html,,,,,,,,,FALSE,,,,,,,
Parippally (),NR_162,NR_162,Parippally,Wikidata,https://www.wikidata.org/wiki/Q7137154,,,,8.815,76.756944,certain,Wikidata,https://www.wikidata.org/wiki/Q7137154,,,,India,,,,https://www.wikidata.org/wiki/Q7137154,,,,,,,FALSE,,,,,,,
,,NR_163,Tjepoellekadoe,NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,NR_164,Moekallepadang,NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,NR_166,Paniencollongere,NL-HaNA_4.VEL_882.2 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.2 Blad 2.,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,NR_177,Naampalli,NL-HaNA_4.VEL_882.2 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.2 Blad 2.,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,NR_178,Tjetodde,NL-HaNA_4.VEL_882.2 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.2 Blad 2.,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,NR_179,Eretjeribondari,NL-HaNA_4.VEL_882.2 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.2 Blad 2.,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,NR_180,Eoelampikattong,NL-HaNA_4.VEL_882.2 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.2 Blad 2.,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,NR_182,Talankartere ,NL-HaNA_4.VEL_882.2 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.2 Blad 2.,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,NL-HaNA_4.VEL_882.2 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.2 Blad 2.,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Kaipamangalam (),NR_184,NR_184,Kaipamangalam,GeoNames (GN),https://www.geonames.org/13353557/kaipamangalam.html,,,,10.33496,76.13924,certain,GeoNames (GN),https://www.geonames.org/13353557/kaipamangalam.html,,,,India,,https://www.geonames.org/13353557/kaipamangalam.html,,,,,,,,,FALSE,,,,,,,
,,NR_185,Saynoertjeri,NL-HaNA_4.VEL_882.2 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.2 Blad 2.,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Edamuttam (),NR_186,NR_186,Edamuttam,Wikidata,https://www.wikidata.org/wiki/Q101194405,,,,10.370981,76.127919,certain,Wikidata,https://www.wikidata.org/wiki/Q101194405,,,,India,,,,https://www.wikidata.org/wiki/Q101194405,,,,,,,FALSE,,,,,,,
,,NR_187,Calignarum,NL-HaNA_4.VEL_882.2 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.2 Blad 2.,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Thekkinkadu (),NR_188,NR_188,Thekkinkadu,Wikidata,https://www.wikidata.org/wiki/Q101429134,,,,10.52885,76.214739,certain,,,,,,India,,,,https://www.wikidata.org/wiki/Q101429134,,,,,,,FALSE,,,,,,,
Puthiyakavu (),NR_189,NR_189,Puthiyakavu,Wikidata,https://www.wikidata.org/wiki/Q101194917,,,,10.295769,76.156039,certain,Wikidata,https://www.wikidata.org/wiki/Q101194917,,,,India,,,,https://www.wikidata.org/wiki/Q101194917,,,,,,,FALSE,,,,,,,
Kodakara (),NR_190,NR_190,Kodakara,GeoNames (GN),https://www.geonames.org/11463536/kodakara.html,,,,10.36203,76.29611,certain,GeoNames (GN),https://www.geonames.org/11463536/kodakara.html,,,,India,,https://www.geonames.org/11463536/kodakara.html,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Kanimangalam (),NR_192,NR_192,Kanimangalam,Wikidata,https://www.wikidata.org/wiki/Q101429140,,,,10.494789,76.2191,certain,Wikidata,https://www.wikidata.org/wiki/Q101429140,,,,India,,,,https://www.wikidata.org/wiki/Q101429140,,,,,,,FALSE,,,,,,,
,,NR_193,Tirupecola,NL-HaNA_4.VEL_882.2 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.2 Blad 2.,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Puthukkad (),NR_194,NR_194,Puthukkad,GeoNames (GN),https://www.geonames.org/11184558/puthukkad.html,,,,10.41771,76.27014,uncertain,GeoNames (GN),https://www.geonames.org/11184558/puthukkad.html,,,,India,,https://www.geonames.org/11184558/puthukkad.html,,https://www.wikidata.org/wiki/Q2568270,,,,,,,FALSE,,,,,,,
Pukkod (),NR_195,NR_195,Pukkod,GeoNames (GN),https://www.geonames.org/11462917/pukkod.html,,,,10.62363,76.04262,uncertain,GeoNames (GN),https://www.geonames.org/11462917/pukkod.html,,,,India,,https://www.geonames.org/11462917/pukkod.html,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Vettukad (),NR_197,NR_197,Vettukad,Wikidata,https://www.wikidata.org/wiki/Q101193498,,,,10.6127,76.098972,certain,Wikidata,https://www.wikidata.org/wiki/Q101193498,,,,India,,,,https://www.wikidata.org/wiki/Q101193498,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Thiruvanchikulam (),,NR_200,Thiruvanchikulam (temple),GeoNames (GN),https://www.geonames.org/11463140/thiruvanchikulam.html,,,,10.20843,76.2072,certain,GeoNames (GN),https://www.geonames.org/11463140/thiruvanchikulam.html,,,,India,,https://www.geonames.org/11463140/thiruvanchikulam.html,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Anapuzha (),NR_201,NR_201,Anapuzha,Wikidata,https://www.wikidata.org/wiki/Q101581277,,,,10.20843,76.2072,uncertain,GeoNames (GN),https://www.geonames.org/11463140/thiruvanchikulam.html,The cordinates  belong to Thiruvanchikulam which is near to Anapuzha,,,India,,,,https://www.wikidata.org/wiki/Q101581277,,,,,,,FALSE,,,,,,,
,,NR_202,Molongerry,NL-HaNA_4.VEL_882.2 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.2 Blad 2.,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Manicoorde (Manakkodam|Manicorda|Manicorde|Manikorda),GLOB_394,,Manakkodam,Wikidata,https://www.wikidata.org/wiki/Q18127759,,,,9.75,76.285,certain,Wikidata,https://www.wikidata.org/wiki/Q18127759,,,,India,,,,https://www.wikidata.org/wiki/Q18127759,,,"ten Comp=s Post 3 mijlen van Cochim om de Zuijd
geleegen aan de mond van een kleijn revier of spruijt gen=t
wallawootora, alwaar 1 sergeaat en 6 of 8. Toepassen ge„
plaatst zijn tot voortporting van 's Comp=s brieven.",,https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_2601_0415?query[fullText]=Castella&query[terms][invNr][]=2601&lastSearchResult=urn%3Aglobalise%3ANL-HaNA_1.04.02_2601_0394,,FALSE,,,,,,amh_599p,
Palissery (),NR_204,NR_204,Palissery,Wikidata,https://www.wikidata.org/wiki/Q2568431,,,,10.473611,76.219444,certain,Wikidata,https://www.wikidata.org/wiki/Q2568431,,,,India,,,,https://www.wikidata.org/wiki/Q2568431,,,,,,,FALSE,,,,,,,
,,NR_205,Catolicadoe,NL-HaNA_4.VEL_882.2 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.2 Blad 2.,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Verapoli (Varapoli|Warapolij),GLOB_358,NR_71,Varapuzha,Wikidata,https://www.wikidata.org/wiki/Q13114587,,,,10.075819,76.2684,certain,Wikidata,https://www.wikidata.org/wiki/Q13114587,,,,India,,https://www.geonames.org/13353541/varappuzha.html,,https://www.wikidata.org/wiki/Q13114587,,,,,,,FALSE,10.06524,76.2775,https://geonames.org/11463726,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,, ,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,NR_211,Maniette,NL-HaNA_4.VEL_882.2 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.2 Blad 2.,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,NR_212,Tammerbatond ,NL-HaNA_4.VEL_882.2 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.2 Blad 2.,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Kallumadam-valiyavattom (),NR_213,NR_213,Kallumadam-valiyavattom,Wikidata,https://www.wikidata.org/wiki/Q101192159,,,,10.048076,76.225756,certain,Wikidata,https://www.wikidata.org/wiki/Q101192159,,,,India,,,,https://www.wikidata.org/wiki/Q101192159,,,,,,,FALSE,,,,,,,
Nedungad  (),NR_214,NR_214,Nedungad ,GeoNames (GN),https://www.geonames.org/11184655/nedungad.html,,,,10.06334,76.22615,certain,GeoNames (GN),https://www.geonames.org/11184655/nedungad.html,,,,India,,https://www.geonames.org/11184655/nedungad.html,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Narakal (),NR_217,NR_217,Narakal,GeoNames (GN),https://www.geonames.org/1261864/narakal.html,,,,10.03833,76.2221,certain,GeoNames (GN),https://www.geonames.org/1261864/narakal.html,,,,India,,https://www.geonames.org/1261864/narakal.html,,,,,,,,,FALSE,,,,,,,
Barkur (),NR_218,NR_218,Barkur,GeoNames (GN),https://www.geonames.org/1276915/barkur.html,,,,13.46556,74.74639,certain,GeoNames (GN),https://www.geonames.org/1276915/barkur.html,,,,India,,https://www.geonames.org/1276915/barkur.html,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Vaduthala (),NR_221,NR_221,Vaduthala,Wikidata,https://www.wikidata.org/wiki/Q7898181,,,,9.8694,76.30498,uncertain,GeoNames (GN),https://www.geonames.org/10628607/aroor.html,"[INFERENCE] The creators of this dataset have not found the exact coordinates of Vaduthala in Alappuzha district on GeoNames, Wikidata or Getty. Hence, the coordinates of a nearby place, Aroor, have been selected here as an inference for Vaduthala. The early modern maps also show that Vaduthala (Bardella) is located right to the east of Aroor.",NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,India,,,,https://www.wikidata.org/wiki/Q7898181,,,"[DISAMBIGUATION] The place referred to by the Dutch as (the island of) Bardella is now Vaduthala in Alappuzha District, Kerala. It is NOT to be confused with Vaduthala in Kunnamkulam district (GeoNames ID 11462903) or Vaduthala in Ernakulam east of Kochi.",,,,FALSE,,,,,,,
Chelari (),NR_222,NR_222,Chelari,Wikidata,https://www.wikidata.org/wiki/Q132181096,,,,,,certain,Wikidata,https://www.wikidata.org/wiki/Q132181096,,,,India,,,,https://www.wikidata.org/wiki/Q132181096,,,,,,,FALSE,,,,,,,
,,NR_223,Ariebaron,NL-HaNA_4.VEL_882.2 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.2 Blad 2.,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,NR_224,Tjetodde,NL-HaNA_4.VEL_882.2 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.2 Blad 2.,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,NR_225,Idikkarre,NL-HaNA_4.VEL_882.2 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.2 Blad 2.,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,"NL-HaNA_4.MIKO_W37 Kaart van de Zuidkust van India, van Goa Aan de Westzijde Tot Aan de Rivier Samgam Aan de Oostzijde.",,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
St. Mary's Islands (),NR_227,NR_227,St. Mary's Islands,Wikidata,https://www.wikidata.org/wiki/Q4254076,,,,13.379444,74.673056,certain,Wikidata,https://www.wikidata.org/wiki/Q4254076,,,,India,,,,https://www.wikidata.org/wiki/Q4254076,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Manjeshwaram (),NR_228,NR_228,Manjeshwaram,Wikidata,https://www.wikidata.org/wiki/Q31701629,,,,12.7,74.866667,certain,Wikidata,https://www.wikidata.org/wiki/Q31701629,,,,India,,,,https://www.wikidata.org/wiki/Q31701629,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Valapattanam River (),GLOB_176_GEO_1,GLOB_176_GEO_1,Valapattanam River,GeoNames (GN),https://www.geonames.org/1253498/valapattanam-river.html,,,,11.94553,75.29931,certain,GeoNames (GN),https://www.geonames.org/1253498/valapattanam-river.html,,,,India,,https://www.geonames.org/1253498/valapattanam-river.html,,,,,,,,,FALSE,,,,,,,
Azhikkal (),GLOB_176_HUM_1,GLOB_176_HUM_1,Azhikkal,GeoNames (GN),https://www.geonames.org/1253500/azhikkal.html,,,,11.94043,75.30512,certain,GeoNames (GN),https://www.geonames.org/1253500/azhikkal.html,,,,India,,https://www.geonames.org/1253500/azhikkal.html,,,,,,,,,FALSE,,,,,,,
Kollam (kingdom) (),GLOB_38_HUM_1,GLOB_38_HUM_1,Kollam (kingdom),GeoNames (GN),https://www.geonames.org/1259091/kollam.html,,,,8.88113,76.58469,certain,GeoNames (GN),https://www.geonames.org/1259091/kollam.html,,,,India,,https://www.geonames.org/1259091/kollam.html,,,,,,,,,FALSE,,,,,,,
Kollam (city) (),GLOB_38_HUM_2,GLOB_38_HUM_2,Kollam (city),GeoNames (GN),https://www.geonames.org/1259091/kollam.html,,,,8.88113,76.58469,certain,GeoNames (GN),https://www.geonames.org/1259091/kollam.html,,,,India,,https://www.geonames.org/1259091/kollam.html,,,,,,,,,FALSE,,,,,,,
Kozhikode (kingdom) (),GLOB_2_1010_HUM_1,GLOB_2_1010_HUM_1,Kozhikode (kingdom),GeoNames (GN),https://geonames.org/1265873,,,,11.258,75.77716,certain,GeoNames (GN),https://geonames.org/1265873,,,,India,,https://geonames.org/1265873,,,amh_318p,ESTA_77,All the information listed here is drawn from the GLOBALISE dataset entry on Kozhikode (GLOB_2_1010).,,,,FALSE,,,,,,,
Kozhikode (European Settlement) (),GLOB_2_1010_HUM_2,GLOB_2_1010_HUM_2,Kozhikode (European Settlement),GeoNames (GN),https://geonames.org/1265873,,,,11.258,75.77716,certain,GeoNames (GN),https://geonames.org/1265873,,,,India,,https://geonames.org/1265873,,,amh_318p,ESTA_77,All the information listed here is drawn from the GLOBALISE dataset entry on Kozhikode (GLOB_2_1010).,,,,FALSE,,,,,,,
Cochin (Coastal Settlement) (),GLOB_299_HUM_1,GLOB_299_HUM_1,Cochin (Coastal Settlement),GeoNames (GN),https://geonames.org/1273874,,,,9.939431,76.258793,certain,GeoNames (GN),https://geonames.org/1273874,,,,India,,https://geonames.org/1273874,,,amh_322p,ESTA_188,All the information listed here is drawn from the GLOBALISE dataset entry on Cochin (GLOB_299).,,,,FALSE,,,,,,,
Cochin (Kingdom) (),GLOB_299_HUM_2,GLOB_299_HUM_2,Cochin (Kingdom),GeoNames (GN),https://geonames.org/1273874,,,,9.939431,76.258793,certain,GeoNames (GN),https://geonames.org/1273874,,,,India,,https://geonames.org/1273874,,,amh_322p,ESTA_188,All the information listed here is drawn from the GLOBALISE dataset entry on Cochin (GLOB_299).,,,,FALSE,,,,,,,
Kannur (European Settlement) (),GLOB_29_HUM_1,GLOB_29_HUM_1,Kannur (European Settlement),,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
Kannur (Kingdom) (),GLOB_29_HUM_1,GLOB_29_HUM_2,Kannur (Kingdom),,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
Perunturuttu (River) (),NR_89_GEO_1,NR_89_GEO_1,Perunturuttu (River),GeoNames (GN),https://www.geonames.org/11500782/perunturuttu.html,,,,9.58261,76.36343,uncertain,GeoNames (GN),https://www.geonames.org/11500782/perunturuttu.html,"Based on a comparison of early modern maps with current location, it is assumed that 'Moedoedoer' refers to what is now known as Perunturuttu.",NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,India,,https://www.geonames.org/11500782/perunturuttu.html,,,,,,,,,FALSE,,,,,,,
Varapuzha (Garden) (),NR_71_HUM_2,NR_71_HUM_2,Varapuzha (Garden),Wikidata,https://www.wikidata.org/wiki/Q13114587,,,,10.075819,76.2684,certain,Wikidata,https://www.wikidata.org/wiki/Q13114587,,,,India,,,,https://www.wikidata.org/wiki/Q13114587,,,,,,,FALSE,,,,,,,
Mangaloor (City) (),GLOB2_1528_HUM_ 1,GLOB2_1528_HUM_ 1,Mangaloor (City),,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
Anjengo (factory) (),GLOB_7_HUM_1,GLOB_7_HUM_1,Anjengo (factory),,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Thalassery (factory) (),GLOB_461_HUM_1,GLOB_461_HUM_1,Thalassery (factory),,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
Kodungallur (Settlemt) (),GLOB_43_HUM_1,GLOB_43_HUM_1,Kodungallur (Settlement),,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
Vypin (Island) (),GLOB_10_GEO_1,GLOB_10_GEO_1,Vypin (Island),,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
Kodungallur (Kingdom) (),GLOB_43_HUM_2,GLOB_43_HUM_2,Kodungallur (Kingdom),,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
"St. Andrew's Basilica, Arthunkal ()",NR_229,NR_229,"St. Andrew's Basilica, Arthunkal",Wikidata,https://www.wikidata.org/wiki/Q13110190,,,,9.661111,76.300389,certain,Wikidata,https://www.wikidata.org/wiki/Q13110190,,,,India,,,,https://www.wikidata.org/wiki/Q13110190,,,,,,,FALSE,,,,,,,
Pirakkad (European settlement) (),GLOB_200_HUM_1,GLOB_200_HUM_1,Pirakkad (European settlement),,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
Kayamkulam (European settlement) (),GLOB_26_HUM_1,GLOB_26_HUM_1,Kayamkulam (European settlement),,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
